Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1153233,-,-,-,6.01,-76.78,-5,31,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2008,1,1,0,0,0,0,0,0,0,0,0,22,162.77,0,0.113,0.1,4.66,217.5,100.0,23,990.0
2008,1,1,0,30,0,0,0,0,0,0,0,22,162.31,0,0.113,0.1,4.646,217.5,100.0,23,990.0
2008,1,1,1,0,0,0,0,0,0,0,0,22,159.17000000000002,0,0.113,0.1,4.632,211.10000000000002,100.0,23,990.0
2008,1,1,1,30,0,0,0,0,0,0,0,22,154.33,0,0.113,0.1,4.609,211.10000000000002,100.0,22,990.0
2008,1,1,2,0,0,0,0,0,0,0,0,22,148.57,0,0.113,0.1,4.588,205.60000000000002,100.0,22,990.0
2008,1,1,2,30,0,0,0,0,0,0,0,21,142.31,0,0.113,0.1,4.563,205.60000000000002,100.0,22,990.0
2008,1,1,3,0,0,0,0,0,0,0,0,21,135.78,0,0.113,0.2,4.538,193.3,100.0,22,990.0
2008,1,1,3,30,0,0,0,0,0,0,0,21,129.07,0,0.113,0.2,4.522,193.3,100.0,22,990.0
2008,1,1,4,0,0,0,0,0,0,0,3,21,122.27,0,0.113,0.2,4.506,179.20000000000002,100.0,22,990.0
2008,1,1,4,30,0,0,0,0,0,0,7,21,115.41,0,0.113,0.2,4.5040000000000004,179.20000000000002,100.0,22,990.0
2008,1,1,5,0,0,0,0,0,0,0,7,21,108.52,0,0.113,0.2,4.503,167.4,100.0,22,990.0
2008,1,1,5,30,0,0,0,0,0,0,7,21,101.62,0,0.113,0.2,4.506,167.4,100.0,22,990.0
2008,1,1,6,0,0,0,0,0,0,0,7,21,94.73,0,0.113,0.2,4.509,159.8,100.0,22,990.0
2008,1,1,6,30,0,0,0,11,4,11,6,21,87.87,4,0.113,0.1,4.505,159.8,100.0,22,990.0
2008,1,1,7,0,5,0,5,68,152,92,6,22,81.05,0,0.113,0.1,4.501,167.8,100.0,23,990.0
2008,1,1,7,30,16,0,16,110,318,197,6,22,74.31,0,0.113,0.1,4.491,167.8,98.23,24,990.0
2008,1,1,8,0,39,0,39,130,481,313,6,23,67.66,0,0.113,0.1,4.481,180.8,95.25,25,1000.0
2008,1,1,8,30,114,0,114,150,571,426,6,23,61.14,0,0.113,0.1,4.463,180.8,89.74,25,1000.0
2008,1,1,9,0,181,3,183,150,674,538,7,23,54.82,0,0.113,0.1,4.446,194.3,84.66,26,1000.0
2008,1,1,9,30,225,11,233,160,721,635,7,23,48.77,0,0.113,0.1,4.436,194.3,84.63,27,990.0
