Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1100692,-,-,-,1.61,-78.5,-5,77,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2002,1,1,0,0,0,0,0,0,0,0,3,22,158.18,0,0.14200000000000002,2.8000000000000003,5.4590000000000005,252.3,98.57000000000001,23,990.0
2002,1,1,0,30,0,0,0,0,0,0,8,22,158.37,0,0.14200000000000002,2.8000000000000003,5.481,252.3,98.56,23,990.0
2002,1,1,1,0,0,0,0,0,0,0,8,22,156.23,0,0.14200000000000002,2.8000000000000003,5.503,244.9,98.29,23,990.0
2002,1,1,1,30,0,0,0,0,0,0,4,22,152.29,0,0.14200000000000002,2.8000000000000003,5.507,244.9,100.0,23,990.0
2002,1,1,2,0,0,0,0,0,0,0,4,22,147.19,0,0.14200000000000002,2.8000000000000003,5.5120000000000005,236.5,100.0,23,990.0
2002,1,1,2,30,0,0,0,0,0,0,4,22,141.39000000000001,0,0.14200000000000002,2.7,5.4910000000000005,236.5,100.0,23,990.0
2002,1,1,3,0,0,0,0,0,0,0,4,22,135.17000000000002,0,0.14200000000000002,2.7,5.471,227.60000000000002,100.0,23,990.0
2002,1,1,3,30,0,0,0,0,0,0,4,22,128.68,0,0.14200000000000002,2.7,5.439,227.60000000000002,100.0,23,990.0
2002,1,1,4,0,0,0,0,0,0,0,7,22,122.03,0,0.14200000000000002,2.7,5.408,218.8,100.0,23,990.0
2002,1,1,4,30,0,0,0,0,0,0,3,22,115.27,0,0.14200000000000002,2.7,5.378,218.8,100.0,22,990.0
2002,1,1,5,0,0,0,0,0,0,0,4,22,108.43,0,0.14200000000000002,2.7,5.349,211.4,100.0,22,990.0
2002,1,1,5,30,0,0,0,0,0,0,3,22,101.55,0,0.14200000000000002,2.6,5.316,211.4,100.0,22,990.0
2002,1,1,6,0,0,0,0,0,0,0,3,22,94.66,0,0.14200000000000002,2.5,5.284,207.10000000000002,100.0,23,990.0
2002,1,1,6,30,6,0,6,16,130,21,3,22,87.75,4,0.14200000000000002,2.7,5.259,207.10000000000002,100.0,23,990.0
2002,1,1,7,0,33,0,33,43,439,112,4,22,80.87,0,0.14200000000000002,2.9000000000000004,5.235,207.20000000000002,95.35000000000001,23,990.0
2002,1,1,7,30,98,2,98,60,609,227,3,22,74.03,0,0.14200000000000002,2.9000000000000004,5.239,207.20000000000002,95.35000000000001,24,990.0
2002,1,1,8,0,144,15,150,71,717,348,4,21,67.24,0,0.14200000000000002,2.9000000000000004,5.243,214.3,87.51,25,1000.0
2002,1,1,8,30,222,167,304,79,786,466,3,21,60.550000000000004,0,0.14200000000000002,2.8000000000000003,5.267,214.3,82.43,26,990.0
2002,1,1,9,0,278,150,366,86,835,578,4,21,53.980000000000004,0,0.14200000000000002,2.7,5.291,225.10000000000002,75.02,27,990.0
2002,1,1,9,30,304,343,536,92,870,679,3,21,47.62,0,0.14200000000000002,2.5,5.319,225.10000000000002,74.99,27,990.0
