Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1380384,-,-,-,3.49,-69.82,-5,100,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
1998,1,1,0,0,0,0,0,0,0,0,0,24,160.02,0,0.126,0.1,5.088,153.5,100.0,24,990.0
1998,1,1,0,30,0,0,0,0,0,0,0,23,157.36,0,0.126,0.1,5.077,153.5,100.0,24,990.0
1998,1,1,1,0,0,0,0,0,0,0,0,23,152.96,0,0.126,0.1,5.066,156.5,100.0,24,990.0
1998,1,1,1,30,0,0,0,0,0,0,0,23,147.52,0,0.126,0.1,5.067,156.5,100.0,24,990.0
1998,1,1,2,0,0,0,0,0,0,0,0,23,141.49,0,0.126,0.1,5.0680000000000005,146.70000000000002,100.0,24,990.0
1998,1,1,2,30,0,0,0,0,0,0,0,23,135.11,0,0.126,0.1,5.083,146.70000000000002,100.0,23,990.0
1998,1,1,3,0,0,0,0,0,0,0,0,23,128.51,0,0.126,0.1,5.099,133.20000000000002,100.0,23,990.0
1998,1,1,3,30,0,0,0,0,0,0,0,23,121.78,0,0.126,0.1,5.124,133.20000000000002,100.0,23,990.0
1998,1,1,4,0,0,0,0,0,0,0,0,23,114.96000000000001,0,0.126,0.1,5.149,126.0,100.0,23,990.0
1998,1,1,4,30,0,0,0,0,0,0,0,23,108.09,0,0.126,0.1,5.173,126.0,100.0,23,990.0
1998,1,1,5,0,0,0,0,0,0,0,0,23,101.2,0,0.126,0.2,5.197,117.4,100.0,23,990.0
1998,1,1,5,30,0,0,0,0,0,0,1,23,94.3,0,0.126,0.1,5.212,117.4,100.0,23,990.0
1998,1,1,6,0,17,153,24,17,153,24,0,24,87.41,0,0.126,0.1,5.228,112.0,100.0,24,990.0
1998,1,1,6,30,21,0,21,45,437,116,3,24,80.55,0,0.126,0.0,5.238,112.0,100.0,24,1000.0
1998,1,1,7,0,62,603,231,62,603,231,0,25,73.74,0,0.126,0.0,5.248,94.80000000000001,100.0,25,1000.0
1998,1,1,7,30,74,706,350,74,706,350,0,25,67.02,0,0.126,0.0,5.257,94.80000000000001,100.0,25,1000.0
1998,1,1,8,0,82,779,467,82,779,467,1,25,60.4,0,0.126,0.0,5.266,64.4,94.84,26,1000.0
1998,1,1,8,30,278,138,359,89,827,576,3,25,53.94,0,0.126,0.0,5.284,64.4,89.43,27,1000.0
1998,1,1,9,0,326,118,406,95,861,675,3,23,47.72,0,0.126,0.0,5.303,57.5,70.82000000000001,29,1000.0
1998,1,1,9,30,349,337,601,100,887,761,3,23,41.84,0,0.126,0.0,5.314,57.5,66.85,30,1000.0
1998,1,1,10,0,347,384,656,106,900,830,3,21,36.47,1,0.126,0.0,5.3260000000000005,52.5,57.59,31,1000.0
1998,1,1,10,30,109,914,885,109,914,885,0,21,31.88,0,0.126,0.0,5.337,52.5,57.56,31,1000.0
1998,1,1,11,0,114,915,920,114,915,920,0,21,28.46,0,0.126,0.0,5.3500000000000005,55.6,53.54,32,990.0
1998,1,1,11,30,115,919,937,115,919,937,1,21,26.650000000000002,0,0.126,0.0,5.368,55.6,53.5,32,990.0
1998,1,1,12,0,117,915,935,117,915,935,0,21,26.79,0,0.126,0.0,5.3870000000000005,59.900000000000006,53.550000000000004,32,990.0
1998,1,1,12,30,116,911,914,116,911,914,0,21,28.84,0,0.126,0.0,5.413,59.900000000000006,53.51,32,990.0
1998,1,1,13,0,116,899,875,116,899,875,1,21,32.46,0,0.126,0.0,5.439,64.10000000000001,53.71,33,990.0
1998,1,1,13,30,113,885,818,113,885,818,0,21,37.17,0,0.126,0.0,5.463,64.10000000000001,53.69,32,990.0
1998,1,1,14,0,110,863,745,110,863,745,0,21,42.62,0,0.126,0.0,5.487,67.8,54.46,32,990.0
1998,1,1,14,30,104,834,657,104,834,657,0,21,48.56,0,0.126,0.0,5.5,67.8,57.61,31,990.0
1998,1,1,15,0,98,795,556,98,795,556,0,22,54.82,0,0.126,0.0,5.514,71.10000000000001,58.82,31,990.0
1998,1,1,15,30,90,742,446,90,742,446,0,21,61.300000000000004,0,0.126,0.0,5.51,71.10000000000001,62.26,30,990.0
1998,1,1,16,0,79,666,329,79,666,329,0,22,67.94,0,0.126,0.0,5.507,74.8,64.18,30,990.0
1998,1,1,16,30,65,553,211,65,553,211,0,22,74.68,0,0.126,0.0,5.489,74.8,67.99,29,990.0
1998,1,1,17,0,44,371,99,44,371,99,0,23,81.5,0,0.126,0.0,5.471,79.4,70.88,29,990.0
1998,1,1,17,30,12,79,15,12,79,15,1,23,88.36,0,0.126,0.0,5.439,79.4,75.12,28,990.0
1998,1,1,18,0,0,0,0,0,0,0,3,23,95.26,0,0.126,0.0,5.408,75.10000000000001,81.5,28,990.0
1998,1,1,18,30,0,0,0,0,0,0,0,23,102.16,0,0.126,0.0,5.365,75.10000000000001,86.46000000000001,27,990.0
1998,1,1,19,0,0,0,0,0,0,0,0,23,109.06,0,0.126,0.0,5.323,66.10000000000001,87.49,27,990.0
1998,1,1,19,30,0,0,0,0,0,0,0,23,115.92,0,0.126,0.0,5.274,66.10000000000001,87.52,26,990.0
1998,1,1,20,0,0,0,0,0,0,0,0,23,122.73,0,0.126,0.0,5.2250000000000005,60.2,88.61,26,990.0
1998,1,1,20,30,0,0,0,0,0,0,0,23,129.45,0,0.126,0.0,5.179,60.2,94.02,25,990.0
1998,1,1,21,0,0,0,0,0,0,0,1,24,136.03,0,0.126,0.1,5.133,64.3,95.14,25,990.0
1998,1,1,21,30,0,0,0,0,0,0,1,24,142.39000000000001,0,0.126,0.1,5.096,64.3,95.15,25,990.0
1998,1,1,22,0,0,0,0,0,0,0,1,24,148.36,0,0.126,0.1,5.059,73.9,95.82000000000001,25,990.0
1998,1,1,22,30,0,0,0,0,0,0,0,24,153.70000000000002,0,0.126,0.1,5.032,73.9,100.0,25,990.0
1998,1,1,23,0,0,0,0,0,0,0,0,24,157.92000000000002,0,0.126,0.2,5.007,83.2,100.0,25,990.0
1998,1,1,23,30,0,0,0,0,0,0,3,24,160.29,0,0.126,0.2,4.997,83.2,100.0,24,990.0
1998,1,2,0,0,0,0,0,0,0,0,1,24,160.13,0,0.126,0.2,4.989,87.10000000000001,100.0,24,990.0
1998,1,2,0,30,0,0,0,0,0,0,0,23,157.49,0,0.126,0.2,4.996,87.10000000000001,100.0,24,990.0
1998,1,2,1,0,0,0,0,0,0,0,1,23,153.1,0,0.126,0.2,5.0040000000000004,84.7,100.0,24,990.0
1998,1,2,1,30,0,0,0,0,0,0,7,23,147.66,0,0.126,0.2,5.0200000000000005,84.7,100.0,23,990.0
1998,1,2,2,0,0,0,0,0,0,0,7,23,141.63,0,0.126,0.2,5.037,78.10000000000001,100.0,23,990.0
1998,1,2,2,30,0,0,0,0,0,0,7,23,135.24,0,0.126,0.1,5.061,78.10000000000001,100.0,23,990.0
1998,1,2,3,0,0,0,0,0,0,0,3,23,128.64000000000001,0,0.126,0.0,5.087,75.60000000000001,100.0,23,990.0
1998,1,2,3,30,0,0,0,0,0,0,3,23,121.9,0,0.126,0.0,5.117,75.60000000000001,100.0,23,990.0
1998,1,2,4,0,0,0,0,0,0,0,1,23,115.08,0,0.126,0.0,5.147,77.10000000000001,100.0,23,990.0
1998,1,2,4,30,0,0,0,0,0,0,3,23,108.21000000000001,0,0.126,0.0,5.17,77.10000000000001,100.0,23,990.0
1998,1,2,5,0,0,0,0,0,0,0,3,23,101.31,0,0.126,0.0,5.194,72.7,100.0,23,990.0
1998,1,2,5,30,0,0,0,0,0,0,1,23,94.4,0,0.126,0.0,5.207,72.7,100.0,23,990.0
