Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1332462,-,-,-,1.01,-71.3,-5,195,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2010,1,1,0,0,0,0,0,0,0,0,0,21,157.82,0,0.12,0.2,3.907,14.600000000000001,100.0,22,980.0
2010,1,1,0,30,0,0,0,0,0,0,0,21,155.81,0,0.12,0.2,3.904,14.600000000000001,100.0,21,980.0
2010,1,1,1,0,0,0,0,0,0,0,0,21,152.0,0,0.12,0.2,3.902,17.5,100.0,21,980.0
2010,1,1,1,30,0,0,0,0,0,0,0,21,147.0,0,0.12,0.2,3.89,17.5,100.0,21,980.0
2010,1,1,2,0,0,0,0,0,0,0,0,21,141.27,0,0.12,0.30000000000000004,3.878,16.8,100.0,21,980.0
2010,1,1,2,30,0,0,0,0,0,0,0,20,135.1,0,0.12,0.30000000000000004,3.858,16.8,100.0,21,980.0
2010,1,1,3,0,0,0,0,0,0,0,0,20,128.66,0,0.12,0.30000000000000004,3.838,15.5,100.0,21,980.0
2010,1,1,3,30,0,0,0,0,0,0,0,20,122.03,0,0.12,0.30000000000000004,3.814,15.5,100.0,20,980.0
2010,1,1,4,0,0,0,0,0,0,0,0,20,115.29,0,0.12,0.30000000000000004,3.791,12.700000000000001,100.0,20,980.0
2010,1,1,4,30,0,0,0,0,0,0,0,20,108.46000000000001,0,0.12,0.2,3.7600000000000002,12.700000000000001,100.0,20,980.0
2010,1,1,5,0,0,0,0,0,0,0,0,20,101.59,0,0.12,0.2,3.73,10.5,100.0,20,980.0
2010,1,1,5,30,0,0,0,0,0,0,0,20,94.7,0,0.12,0.1,3.6870000000000003,10.5,100.0,20,980.0
2010,1,1,6,0,15,111,19,15,111,19,0,21,87.79,0,0.12,0.0,3.645,12.5,100.0,21,980.0
2010,1,1,6,30,47,395,109,47,395,109,0,21,80.91,0,0.12,0.0,3.599,12.5,98.84,22,980.0
2010,1,1,7,0,67,571,224,67,571,224,0,22,74.05,0,0.12,0.0,3.553,19.400000000000002,90.26,24,980.0
2010,1,1,7,30,82,682,346,82,682,346,0,22,67.25,0,0.12,0.0,3.513,19.400000000000002,85.05,25,980.0
2010,1,1,8,0,93,758,466,93,758,466,0,22,60.53,0,0.12,0.0,3.474,20.200000000000003,80.51,26,980.0
2010,1,1,8,30,101,812,579,101,812,579,0,22,53.94,0,0.12,0.0,3.45,20.200000000000003,75.92,27,980.0
2010,1,1,9,0,108,850,683,108,850,683,0,22,47.54,0,0.12,0.0,3.427,19.200000000000003,71.27,28,980.0
2010,1,1,9,30,114,879,773,114,879,773,0,22,41.410000000000004,0,0.12,0.0,3.435,19.200000000000003,71.25,28,980.0
2010,1,1,10,0,117,901,849,117,901,849,0,22,35.72,0,0.12,0.0,3.444,19.6,66.65,29,980.0
2010,1,1,10,30,120,915,907,120,915,907,0,22,30.71,0,0.12,0.0,3.482,19.6,66.62,29,980.0
2010,1,1,11,0,121,926,948,121,926,948,0,22,26.76,0,0.12,0.0,3.52,19.0,66.75,30,980.0
2010,1,1,11,30,122,930,970,122,930,970,0,22,24.41,0,0.12,0.0,3.568,19.0,66.71000000000001,30,980.0
2010,1,1,12,0,121,933,973,121,933,973,0,22,24.13,0,0.12,0.0,3.617,18.400000000000002,63.34,30,980.0
2010,1,1,12,30,120,929,955,120,929,955,0,22,25.98,0,0.12,0.0,3.6710000000000003,18.400000000000002,63.31,30,980.0
2010,1,1,13,0,118,921,919,118,921,919,0,22,29.57,0,0.12,0.0,3.727,17.6,64.13,30,980.0
2010,1,1,13,30,115,907,865,115,907,865,0,22,34.35,0,0.12,0.0,3.782,17.6,67.89,30,980.0
2010,1,1,14,0,111,888,793,111,888,793,0,22,39.89,0,0.12,0.0,3.837,17.2,69.39,30,980.0
2010,1,1,14,30,107,862,706,107,862,706,0,22,45.93,0,0.12,0.0,3.884,17.2,69.38,29,980.0
2010,1,1,15,0,292,127,370,100,827,606,2,23,52.27,0,0.12,0.0,3.931,18.3,71.28,29,980.0
2010,1,1,15,30,93,778,496,93,778,496,0,23,58.82,0,0.12,0.0,3.9570000000000003,18.3,75.53,28,980.0
2010,1,1,16,0,83,712,378,83,712,378,0,23,65.51,0,0.12,0.0,3.983,17.6,77.77,28,980.0
2010,1,1,16,30,70,614,257,70,614,257,0,23,72.3,0,0.12,0.0,3.986,17.6,82.46000000000001,27,980.0
2010,1,1,17,0,52,461,139,52,461,139,0,24,79.14,0,0.12,0.0,3.99,16.6,83.69,27,980.0
2010,1,1,17,30,24,203,39,24,203,39,0,24,86.03,0,0.12,0.0,3.978,16.6,88.78,26,980.0
2010,1,1,18,0,0,0,0,0,0,0,0,23,92.93,0,0.12,0.0,3.967,14.100000000000001,92.04,25,980.0
2010,1,1,18,30,0,0,0,0,0,0,0,23,99.83,0,0.12,0.0,3.9410000000000003,14.100000000000001,97.73,24,980.0
2010,1,1,19,0,0,0,0,0,0,0,0,23,106.71000000000001,0,0.12,0.0,3.915,14.200000000000001,96.4,24,980.0
2010,1,1,19,30,0,0,0,0,0,0,0,23,113.55,0,0.12,0.0,3.882,14.200000000000001,96.42,24,980.0
2010,1,1,20,0,0,0,0,0,0,0,0,23,120.32000000000001,0,0.12,0.1,3.85,16.8,95.56,24,980.0
2010,1,1,20,30,0,0,0,0,0,0,0,23,126.99000000000001,0,0.12,0.1,3.813,16.8,100.0,23,980.0
2010,1,1,21,0,0,0,0,0,0,0,0,23,133.5,0,0.12,0.1,3.777,18.900000000000002,100.0,23,980.0
2010,1,1,21,30,0,0,0,0,0,0,0,23,139.76,0,0.12,0.2,3.734,18.900000000000002,100.0,23,980.0
2010,1,1,22,0,0,0,0,0,0,0,0,23,145.63,0,0.12,0.30000000000000004,3.6910000000000003,20.400000000000002,100.0,23,980.0
2010,1,1,22,30,0,0,0,0,0,0,0,22,150.86,0,0.12,0.30000000000000004,3.6470000000000002,20.400000000000002,100.0,22,980.0
2010,1,1,23,0,0,0,0,0,0,0,0,22,155.05,0,0.12,0.4,3.604,19.900000000000002,100.0,22,980.0
2010,1,1,23,30,0,0,0,0,0,0,0,22,157.59,0,0.12,0.4,3.5700000000000003,19.900000000000002,100.0,22,980.0
2010,1,2,0,0,0,0,0,0,0,0,0,22,157.92000000000002,0,0.12,0.5,3.5380000000000003,18.7,100.0,22,980.0
2010,1,2,0,30,0,0,0,0,0,0,0,22,155.94,0,0.12,0.5,3.513,18.7,100.0,22,980.0
2010,1,2,1,0,0,0,0,0,0,0,0,22,152.13,0,0.12,0.5,3.488,16.6,100.0,22,980.0
2010,1,2,1,30,0,0,0,0,0,0,0,21,147.13,0,0.12,0.5,3.467,16.6,100.0,22,980.0
2010,1,2,2,0,0,0,0,0,0,0,0,21,141.41,0,0.12,0.5,3.446,15.0,100.0,22,980.0
2010,1,2,2,30,0,0,0,0,0,0,0,21,135.24,0,0.12,0.5,3.422,15.0,100.0,21,980.0
2010,1,2,3,0,0,0,0,0,0,0,0,21,128.79,0,0.12,0.5,3.399,16.2,100.0,21,980.0
2010,1,2,3,30,0,0,0,0,0,0,0,21,122.16,0,0.12,0.5,3.365,16.2,100.0,21,980.0
2010,1,2,4,0,0,0,0,0,0,0,0,21,115.41,0,0.12,0.6000000000000001,3.332,23.900000000000002,100.0,21,980.0
2010,1,2,4,30,0,0,0,0,0,0,0,21,108.58,0,0.12,0.6000000000000001,3.293,23.900000000000002,100.0,21,980.0
